Class,Label,Cluster,Most_Similar_Image_Path,Key_Words,Info
Monuments,Charar-E- Sharif,1,../Image Data/Monuments/train/Charar-E- Sharif/63 - Copy.jpg,"kashmir, Charar-E- Sharif, sufi shrine, muslim pilgrimage, wooden architecture, islamic heritage, sufi saints, religious harmony, historical monument, religious tolerance, cultural icon, spiritual site, muslim architecture, sufi culture, sufi tradition, sufi music, sufi poetry, sufi mysticism, sufi teachings, sufi practices, sufi rituals","Charar-e-Sharief (also spelled Charar-i-Sharief, Charari Sharief, Chrari-Sharif, etc.) is a Sufi Muslim shrine and mosque situated in the town of Charari Sharief in Budgam district of Jammu and Kashmir union territory, India."
Monuments,Charar-E- Sharif,3,../Image Data/Monuments/train/Charar-E- Sharif/16.jpg,"kashmir, Charar-E- Sharif, sufi shrine, muslim pilgrimage, wooden architecture, islamic heritage, sufi saints, religious harmony, historical monument, religious tolerance, cultural icon, spiritual site, muslim architecture, sufi culture, sufi tradition, sufi music, sufi poetry, sufi mysticism, sufi teachings, sufi practices, sufi rituals","Charar-e-Sharief (also spelled Charar-i-Sharief, Charari Sharief, Chrari-Sharif, etc.) is a Sufi Muslim shrine and mosque situated in the town of Charari Sharief in Budgam district of Jammu and Kashmir union territory, India."
Monuments,Charar-E- Sharif,0,../Image Data/Monuments/train/Charar-E- Sharif/77 - Copy.jpg,"kashmir, Charar-E- Sharif,sufi shrine, muslim pilgrimage, wooden architecture, islamic heritage, sufi saints, religious harmony, historical monument, religious tolerance, cultural icon, spiritual site, muslim architecture, sufi culture, sufi tradition, sufi music, sufi poetry, sufi mysticism, sufi teachings, sufi practices, sufi rituals","Charar-e-Sharief (also spelled Charar-i-Sharief, Charari Sharief, Chrari-Sharif, etc.) is a Sufi Muslim shrine and mosque situated in the town of Charari Sharief in Budgam district of Jammu and Kashmir union territory, India."
Monuments,Charar-E- Sharif,2,../Image Data/Monuments/train/Charar-E- Sharif/74.jpg,"kashmir, Charar-E- Sharif, sufi shrine, muslim pilgrimage, wooden architecture, islamic heritage, sufi saints, religious harmony, historical monument, religious tolerance, cultural icon, spiritual site, muslim architecture, sufi culture, sufi tradition, sufi music, sufi poetry, sufi mysticism, sufi teachings, sufi practices, sufi rituals","Charar-e-Sharief (also spelled Charar-i-Sharief, Charari Sharief, Chrari-Sharif, etc.) is a Sufi Muslim shrine and mosque situated in the town of Charari Sharief in Budgam district of Jammu and Kashmir union territory, India."
Monuments,basilica_of_bom_jesus,0,../Image Data/Monuments/train/basilica_of_bom_jesus/16.jpg,"goa, basilica_of_bom_jesus, roman catholic basilica, baroque architecture, unesco world heritage site, st. francis xavier, relics, sacred art, jesuit church, indian christianity, spiritual site, portuguese india, 17th century, pilgrimage site, religious monument, architectural grandeur, cultural intermix, heritage preservation, western ghats, tourism landmark, ecclesiastical history","The Basilica of Bom Jesus (Portuguese: Basílica do Bom Jesus; Konkani: Borea Jezuchi Bajilika) is a Catholic basilica located in Goa, in the Konkan region of India. The iconic church is a pilgrimage centre and recognised by UNESCO as a World Heritage Site"
Monuments,basilica_of_bom_jesus,1,../Image Data/Monuments/train/basilica_of_bom_jesus/21.jpg,"goa, basilica_of_bom_jesus, roman catholic basilica, baroque architecture, unesco world heritage site, st. francis xavier, relics, sacred art, jesuit church, indian christianity, spiritual site, portuguese india, 17th century, pilgrimage site, religious monument, architectural grandeur, cultural intermix, heritage preservation, western ghats, tourism landmark, ecclesiastical history","The Basilica of Bom Jesus (Portuguese: Basílica do Bom Jesus; Konkani: Borea Jezuchi Bajilika) is a Catholic basilica located in Goa, in the Konkan region of India. The iconic church is a pilgrimage centre and recognised by UNESCO as a World Heritage Site"
Monuments,basilica_of_bom_jesus,3,../Image Data/Monuments/train/basilica_of_bom_jesus/43.jpg,"goa, basilica_of_bom_jesus, roman catholic basilica, baroque architecture, unesco world heritage site, st. francis xavier, relics, sacred art, jesuit church, indian christianity, spiritual site, portuguese india, 17th century, pilgrimage site, religious monument, architectural grandeur, cultural intermix, heritage preservation, western ghats, tourism landmark, ecclesiastical history","The Basilica of Bom Jesus (Portuguese: Basílica do Bom Jesus; Konkani: Borea Jezuchi Bajilika) is a Catholic basilica located in Goa, in the Konkan region of India. The iconic church is a pilgrimage centre and recognised by UNESCO as a World Heritage Site"
Monuments,basilica_of_bom_jesus,2,../Image Data/Monuments/train/basilica_of_bom_jesus/8.jpg,"goa, basilica_of_bom_jesus, roman catholic basilica, baroque architecture, unesco world heritage site, st. francis xavier, relics, sacred art, jesuit church, indian christianity, spiritual site, portuguese india, 17th century, pilgrimage site, religious monument, architectural grandeur, cultural intermix, heritage preservation, western ghats, tourism landmark, ecclesiastical history","The Basilica of Bom Jesus (Portuguese: Basílica do Bom Jesus; Konkani: Borea Jezuchi Bajilika) is a Catholic basilica located in Goa, in the Konkan region of India. The iconic church is a pilgrimage centre and recognised by UNESCO as a World Heritage Site"
Monuments,victoria memorial,0,../Image Data/Monuments/train/victoria memorial/185.jpg,"Kolkata, victoria memorial, british raj, queen victoria, memorial museum, british architecture, historical landmark, colonial heritage, victorian era, british monarchy, royal memorial, british empire, historical monument, landmark structure, indian history, colonial legacy, british rule, indian heritage, historical site, cultural symbol, victorian art","The Victoria Memorial is a large marble monument on the Maidan in Central Kolkata, having its entrance on the Queen's Way. It was built between 1906 and 1921 by the Government of India. It is dedicated to the memory of Queen Victoria, the Empress of India from 1876 to 1901"
Monuments,victoria memorial,2,../Image Data/Monuments/train/victoria memorial/167.jpg,"Kolkata, victoria memorial, british raj, queen victoria, memorial museum, british architecture, historical landmark, colonial heritage, victorian era, british monarchy, royal memorial, british empire, historical monument, landmark structure, indian history, colonial legacy, british rule, indian heritage, historical site, cultural symbol, victorian art","The Victoria Memorial is a large marble monument on the Maidan in Central Kolkata, having its entrance on the Queen's Way. It was built between 1906 and 1921 by the Government of India. It is dedicated to the memory of Queen Victoria, the Empress of India from 1876 to 1901"
Monuments,victoria memorial,1,../Image Data/Monuments/train/victoria memorial/98.jpg,"Kolkata, victoria memorial,british raj, queen victoria, memorial museum, british architecture, historical landmark, colonial heritage, victorian era, british monarchy, royal memorial, british empire, historical monument, landmark structure, indian history, colonial legacy, british rule, indian heritage, historical site, cultural symbol, victorian art","The Victoria Memorial is a large marble monument on the Maidan in Central Kolkata, having its entrance on the Queen's Way. It was built between 1906 and 1921 by the Government of India. It is dedicated to the memory of Queen Victoria, the Empress of India from 1876 to 1901"
Monuments,lotus_temple,1,../Image Data/Monuments/train/lotus_temple/14.jpg,"bahai faith, lotus temple, new delhi, lotus flower, modern architecture, peaceful worship, unity of religion, house of worship, spiritual symbol, lotus petals, prayer hall, community gathering, open to all, religious harmony, architectural wonder, lotus pond, meditative space, interfaith dialogue, spiritual unity, environmental design, lotus sculpture","The Lotus Temple, located in New Delhi, India, is a Baháí House of Worship that was dedicated in December 1986. Notable for its lotus-like shape, it has become a prominent attraction in the city. Like all Baháí Houses of Worship, the Lotus Temple is open to all, regardless of religion or any other qualification."
Monuments,lotus_temple,2,../Image Data/Monuments/train/lotus_temple/18.jpg,"bahai faith, lotus temple, new delhi, lotus flower, modern architecture, peaceful worship, unity of religion, house of worship, spiritual symbol, lotus petals, prayer hall, community gathering, open to all, religious harmony, architectural wonder, lotus pond, meditative space, interfaith dialogue, spiritual unity, environmental design, lotus sculpture","The Lotus Temple, located in New Delhi, India, is a Baháí House of Worship that was dedicated in December 1986. Notable for its lotus-like shape, it has become a prominent attraction in the city. Like all Baháí Houses of Worship, the Lotus Temple is open to all, regardless of religion or any other qualification."
Monuments,lotus_temple,0,../Image Data/Monuments/train/lotus_temple/4.jpg,"bahai faith, lotus temple, new delhi, lotus flower, modern architecture, peaceful worship, unity of religion, house of worship, spiritual symbol, lotus petals, prayer hall, community gathering, open to all, religious harmony, architectural wonder, lotus pond, meditative space, interfaith dialogue, spiritual unity, environmental design, lotus sculpture","The Lotus Temple, located in New Delhi, India, is a Baháí House of Worship that was dedicated in December 1986. Notable for its lotus-like shape, it has become a prominent attraction in the city. Like all Baháí Houses of Worship, the Lotus Temple is open to all, regardless of religion or any other qualification."
Monuments,golden temple,0,../Image Data/Monuments/train/golden temple/65.jpg,"sikhism, golden temple, amritsar, punjab, harmandir sahib, sikh gurus, holy pool, guru granth sahib, sikh community, spiritual pilgrimage, divine music, langar seva, sikh heritage, sikh architecture, sikh culture, religious tolerance, sikh history, sikh identity, sikh principles, sikh tradition, sikh values","The Golden Temple (also known as the Harmandir Sahib ('House of God', Punjabi pronunciation: [ɦəɾᵊmən̪d̪əɾᵊ saɦ()bᵊ]), or the Darbār Sahib, (lit.''exalted court'', [d̪əɾᵊbaɾᵊ saɦ()bᵊ] or Suvaran Mandir) is a gurdwara located in the city of Amritsar, Punjab, India"
Monuments,golden temple,3,../Image Data/Monuments/train/golden temple/images-31.jpeg,"sikhism, golden temple, amritsar, punjab, harmandir sahib, sikh gurus, holy pool, guru granth sahib, sikh community, spiritual pilgrimage, divine music, langar seva, sikh heritage, sikh architecture, sikh culture, religious tolerance, sikh history, sikh identity, sikh principles, sikh tradition, sikh values","The Golden Temple (also known as the Harmandir Sahib ('House of God', Punjabi pronunciation: [ɦəɾᵊmən̪d̪əɾᵊ saɦ()bᵊ]), or the Darbār Sahib, (lit.''exalted court'', [d̪əɾᵊbaɾᵊ saɦ()bᵊ] or Suvaran Mandir) is a gurdwara located in the city of Amritsar, Punjab, India"
Monuments,golden temple,1,../Image Data/Monuments/train/golden temple/images-26 (1).jpeg,"sikhism, golden temple, amritsar, punjab, harmandir sahib, sikh gurus, holy pool, guru granth sahib, sikh community, spiritual pilgrimage, divine music, langar seva, sikh heritage, sikh architecture, sikh culture, religious tolerance, sikh history, sikh identity, sikh principles, sikh tradition, sikh values","The Golden Temple (also known as the Harmandir Sahib ('House of God', Punjabi pronunciation: [ɦəɾᵊmən̪d̪əɾᵊ saɦ()bᵊ]), or the Darbār Sahib, (lit.''exalted court'', [d̪əɾᵊbaɾᵊ saɦ()bᵊ] or Suvaran Mandir) is a gurdwara located in the city of Amritsar, Punjab, India"
Monuments,golden temple,2,../Image Data/Monuments/train/golden temple/images-47.jpeg,"sikhism, golden temple, amritsar, punjab, harmandir sahib, sikh gurus, holy pool, guru granth sahib, sikh community, spiritual pilgrimage, divine music, langar seva, sikh heritage, sikh architecture, sikh culture, religious tolerance, sikh history, sikh identity, sikh principles, sikh tradition, sikh values","The Golden Temple (also known as the Harmandir Sahib ('House of God', Punjabi pronunciation: [ɦəɾᵊmən̪d̪əɾᵊ saɦ()bᵊ]), or the Darbār Sahib, (lit.''exalted court'', [d̪əɾᵊbaɾᵊ saɦ()bᵊ] or Suvaran Mandir) is a gurdwara located in the city of Amritsar, Punjab, India"
Monuments,tajmahal,2,../Image Data/Monuments/train/tajmahal/21.jpg,"agra, taj mahal, mughal architecture, ivory-white marble, symbol of love, shah jahan, mumtaz mahal, persian influence, mausoleum, unesco world heritage, yamuna river, mughal empire, architectural marvel, eternal love, white domes, charbagh garden, historical monument, architectural symmetry, floral motifs, calligraphy art, cultural icon","The Taj Mahal ('Crown of the Palace') is an ivory-white marble mausoleum on the right bank of the river Yamuna in Agra, Uttar Pradesh, India. It was commissioned in 1631 by the fifth Mughal emperor, Shah Jahan (r.1628,1658) to house the tomb of his beloved wife, Mumtaz Mahal; it also houses the tomb of Shah Jahan himself"
Monuments,tajmahal,1,../Image Data/Monuments/train/tajmahal/gettyimages-1228628226-612x612.jpeg,"agra, taj mahal, mughal architecture, ivory-white marble, symbol of love, shah jahan, mumtaz mahal, persian influence, mausoleum, unesco world heritage, yamuna river, mughal empire, architectural marvel, eternal love, white domes, charbagh garden, historical monument, architectural symmetry, floral motifs, calligraphy art, cultural icon","The Taj Mahal ('Crown of the Palace') is an ivory-white marble mausoleum on the right bank of the river Yamuna in Agra, Uttar Pradesh, India. It was commissioned in 1631 by the fifth Mughal emperor, Shah Jahan (r.1628,1658) to house the tomb of his beloved wife, Mumtaz Mahal; it also houses the tomb of Shah Jahan himself"
Monuments,tajmahal,3,../Image Data/Monuments/train/tajmahal/gettyimages-521476592-612x612.jpeg,"agra, taj mahal, mughal architecture, ivory-white marble, symbol of love, shah jahan, mumtaz mahal, persian influence, mausoleum, unesco world heritage, yamuna river, mughal empire, architectural marvel, eternal love, white domes, charbagh garden, historical monument, architectural symmetry, floral motifs, calligraphy art, cultural icon","The Taj Mahal ('Crown of the Palace') is an ivory-white marble mausoleum on the right bank of the river Yamuna in Agra, Uttar Pradesh, India. It was commissioned in 1631 by the fifth Mughal emperor, Shah Jahan (r.1628,1658) to house the tomb of his beloved wife, Mumtaz Mahal; it also houses the tomb of Shah Jahan himself"
Monuments,tajmahal,0,../Image Data/Monuments/train/tajmahal/pexels-photo-2404427.jpeg,"agra, taj mahal, mughal architecture, ivory-white marble, symbol of love, shah jahan, mumtaz mahal, persian influence, mausoleum, unesco world heritage, yamuna river, mughal empire, architectural marvel, eternal love, white domes, charbagh garden, historical monument, architectural symmetry, floral motifs, calligraphy art, cultural icon","The Taj Mahal ('Crown of the Palace') is an ivory-white marble mausoleum on the right bank of the river Yamuna in Agra, Uttar Pradesh, India. It was commissioned in 1631 by the fifth Mughal emperor, Shah Jahan (r.1628,1658) to house the tomb of his beloved wife, Mumtaz Mahal; it also houses the tomb of Shah Jahan himself"
Monuments,charminar,3,../Image Data/Monuments/train/charminar/(30).jpg,"hyderabad, charminar, telangana, indo-islamic architecture, landmark monument, four minarets, global icon, mosque structure, historical symbol, city of pearls, city symbol, islamic heritage, grand entrance, architectural marvel, historical legacy, cultural heritage, tourist attraction, cityscape view, marketplace, historical site, cultural symbol","The Charminar (lit.'four minarets') is a monument located in Hyderabad, Telangana, India. Constructed in 1591, the landmark is a symbol of Hyderabad and officially incorporated in the emblem of Telangana."
Monuments,charminar,0,../Image Data/Monuments/train/charminar/(195).jpg,"hyderabad, charminar, telangana, indo-islamic architecture, landmark monument, four minarets, global icon, mosque structure, historical symbol, city of pearls, city symbol, islamic heritage, grand entrance, architectural marvel, historical legacy, cultural heritage, tourist attraction, cityscape view, marketplace, historical site, cultural symbol","The Charminar (lit.'four minarets') is a monument located in Hyderabad, Telangana, India. Constructed in 1591, the landmark is a symbol of Hyderabad and officially incorporated in the emblem of Telangana."
Monuments,charminar,1,../Image Data/Monuments/train/charminar/(201).jpg,"hyderabad, telangana, charminar, indo-islamic architecture, landmark monument, four minarets, global icon, mosque structure, historical symbol, city of pearls, city symbol, islamic heritage, grand entrance, architectural marvel, historical legacy, cultural heritage, tourist attraction, cityscape view, marketplace, historical site, cultural symbol","The Charminar (lit.'four minarets') is a monument located in Hyderabad, Telangana, India. Constructed in 1591, the landmark is a symbol of Hyderabad and officially incorporated in the emblem of Telangana."
Monuments,charminar,2,../Image Data/Monuments/train/charminar/(62).jpg,"hyderabad, telangana, charminar, indo-islamic architecture, landmark monument, four minarets, global icon, mosque structure, historical symbol, city of pearls, city symbol, islamic heritage, grand entrance, architectural marvel, historical legacy, cultural heritage, tourist attraction, cityscape view, marketplace, historical site, cultural symbol","The Charminar (lit.'four minarets') is a monument located in Hyderabad, Telangana, India. Constructed in 1591, the landmark is a symbol of Hyderabad and officially incorporated in the emblem of Telangana."
Monuments,Chhota_Imambara,0,../Image Data/Monuments/train/Chhota_Imambara/img22 - Copy.jpg,"lucknow, Chhota Imambara, nawab, shia muslims, imambara mosque, chhota imambara, nawabi architecture, nawabi culture, nawabi heritage, nawabi style, nawabi history, nawabi era, nawabi legacy, nawabi tradition, nawabi palace, nawabi lifestyle, nawabi city, nawabi cuisine, nawabi cuisine, nawabi art, nawabi design","Chota Imambara, also known as Imambara Hussainabad Mubarak is an imposing monument located in the city of Lucknow, Uttar Pradesh, India. It took 54 years to finalize it."
Monuments,Chhota_Imambara,3,../Image Data/Monuments/train/Chhota_Imambara/img36 - Copy.jpg,"lucknow, Chhota Imambara, nawab, shia muslims, imambara mosque, chhota imambara, nawabi architecture, nawabi culture, nawabi heritage, nawabi style, nawabi history, nawabi era, nawabi legacy, nawabi tradition, nawabi palace, nawabi lifestyle, nawabi city, nawabi cuisine, nawabi cuisine, nawabi art, nawabi design","Chota Imambara, also known as Imambara Hussainabad Mubarak is an imposing monument located in the city of Lucknow, Uttar Pradesh, India. It took 54 years to finalize it."
Monuments,Chhota_Imambara,1,../Image Data/Monuments/train/Chhota_Imambara/img41 - Copy.jpg,"lucknow, Chhota Imambara, nawab, shia muslims, imambara mosque, chhota imambara, nawabi architecture, nawabi culture, nawabi heritage, nawabi style, nawabi history, nawabi era, nawabi legacy, nawabi tradition, nawabi palace, nawabi lifestyle, nawabi city, nawabi cuisine, nawabi cuisine, nawabi art, nawabi design","Chota Imambara, also known as Imambara Hussainabad Mubarak is an imposing monument located in the city of Lucknow, Uttar Pradesh, India. It took 54 years to finalize it."
Monuments,Chhota_Imambara,2,../Image Data/Monuments/train/Chhota_Imambara/img46.jpg,"lucknow, nawab, Chhota Imambara, shia muslims, imambara mosque, chhota imambara, nawabi architecture, nawabi culture, nawabi heritage, nawabi style, nawabi history, nawabi era, nawabi legacy, nawabi tradition, nawabi palace, nawabi lifestyle, nawabi city, nawabi cuisine, nawabi cuisine, nawabi art, nawabi design","Chota Imambara, also known as Imambara Hussainabad Mubarak is an imposing monument located in the city of Lucknow, Uttar Pradesh, India. It took 54 years to finalize it."
Monuments,Ellora Caves,2,../Image Data/Monuments/train/Ellora Caves/(32).jpg,"rock-cut architecture, Ellora Caves, aurangabad, unesco world heritage site, buddhist, hindu, jain temples, cave complex, kailasa temple, religious art, sculptural panels, ancient monasteries, bas-relief, indian rock-cut architecture, indological study, pilgrimage site, archaeological heritage, medieval period, cultural synthesis, monolithic shrines, viswakarma cave","Ellora Caves are a multi-religious rock-cut cave complex with inscriptions dating from the period 6th century CE onwards, located in the Aurangabad District of Maharashtra, India."
Monuments,Ellora Caves,0,../Image Data/Monuments/train/Ellora Caves/(74).jpg,"rock-cut architecture, Ellora Caves, aurangabad, unesco world heritage site, buddhist, hindu, jain temples, cave complex, kailasa temple, religious art, sculptural panels, ancient monasteries, bas-relief, indian rock-cut architecture, indological study, pilgrimage site, archaeological heritage, medieval period, cultural synthesis, monolithic shrines, viswakarma cave","Ellora Caves are a multi-religious rock-cut cave complex with inscriptions dating from the period 6th century CE onwards, located in the Aurangabad District of Maharashtra, India."
Monuments,Ellora Caves,3,../Image Data/Monuments/train/Ellora Caves/(44).jpg,"rock-cut architecture, Ellora Caves, aurangabad, unesco world heritage site, buddhist, hindu, jain temples, cave complex, kailasa temple, religious art, sculptural panels, ancient monasteries, bas-relief, indian rock-cut architecture, indological study, pilgrimage site, archaeological heritage, medieval period, cultural synthesis, monolithic shrines, viswakarma cave","Ellora Caves are a multi-religious rock-cut cave complex with inscriptions dating from the period 6th century CE onwards, located in the Aurangabad District of Maharashtra, India."
Monuments,Ellora Caves,1,../Image Data/Monuments/train/Ellora Caves/(56).jpg,"rock-cut architecture, Ellora Caves, aurangabad, unesco world heritage site, buddhist, hindu, jain temples, cave complex, kailasa temple, religious art, sculptural panels, ancient monasteries, bas-relief, indian rock-cut architecture, indological study, pilgrimage site, archaeological heritage, medieval period, cultural synthesis, monolithic shrines, viswakarma cave","Ellora Caves are a multi-religious rock-cut cave complex with inscriptions dating from the period 6th century CE onwards, located in the Aurangabad District of Maharashtra, India."
Monuments,Gateway of India,3,../Image Data/Monuments/train/Gateway of India/88.jpg,"mumbai, india gate, mumbai harbor, basalt arch, 20th-century, british raj, historical monument, indian independence, victory arch, rajpath avenue, landmark structure, tourist attraction, arabian sea, historical gateway, british architecture, colonial legacy, indian heritage, gateway to india, indian tourism, historical site","The Gateway of India is an arch-monument completed in 1924 on the waterfront of Mumbai (Bombay), India. It was erected to commemorate the landing of George V for his coronation as the Emperor of India in December 1911 at Strand Road near Wellington Fountain."
Monuments,Gateway of India,0,../Image Data/Monuments/train/Gateway of India/61.jpg,"mumbai, india gate, mumbai harbor, basalt arch, 20th-century, british raj, historical monument, indian independence, victory arch, rajpath avenue, landmark structure, tourist attraction, arabian sea, historical gateway, british architecture, colonial legacy, indian heritage, gateway to india, indian tourism, historical site","The Gateway of India is an arch-monument completed in 1924 on the waterfront of Mumbai (Bombay), India. It was erected to commemorate the landing of George V for his coronation as the Emperor of India in December 1911 at Strand Road near Wellington Fountain."
Monuments,Gateway of India,2,../Image Data/Monuments/train/Gateway of India/60.jpg,"mumbai, india gate, mumbai harbor, basalt arch, 20th-century, british raj, historical monument, indian independence, victory arch, rajpath avenue, landmark structure, tourist attraction, arabian sea, historical gateway, british architecture, colonial legacy, indian heritage, gateway to india, indian tourism, historical site","The Gateway of India is an arch-monument completed in 1924 on the waterfront of Mumbai (Bombay), India. It was erected to commemorate the landing of George V for his coronation as the Emperor of India in December 1911 at Strand Road near Wellington Fountain."
Monuments,Gateway of India,1,../Image Data/Monuments/train/Gateway of India/34.jpg,"mumbai, india gate, mumbai harbor, basalt arch, 20th-century, british raj, historical monument, indian independence, victory arch, rajpath avenue, landmark structure, tourist attraction, arabian sea, historical gateway, british architecture, colonial legacy, indian heritage, gateway to india, indian tourism, historical site","The Gateway of India is an arch-monument completed in 1924 on the waterfront of Mumbai (Bombay), India. It was erected to commemorate the landing of George V for his coronation as the Emperor of India in December 1911 at Strand Road near Wellington Fountain."
Monuments,Humayun_s Tomb,2,../Image Data/Monuments/train/Humayun_s Tomb/64.jpg,"delhi, Humayuns Tomb, mughal architecture, unesco world heritage site, garden tomb, persian influence, prototype for taj mahal, mughal emperor, mughal history, mughal era, mughal capital, mughal legacy, mughal culture, mughal art, mughal design, mughal style, mughal garden, mughal emperor, mughal architecture, mughal history, mughal era","Humayun's tomb (Persian: Maqbara-i Humayun) is the tomb of Mughal emperor, Mirza Nasir al-Din Muhammad commonly known as Humayun situated in Delhi, India"
Monuments,Humayun_s Tomb,0,../Image Data/Monuments/train/Humayun_s Tomb/76.jpg,"delhi, Humayuns Tomb, mughal architecture, unesco world heritage site, garden tomb, persian influence, prototype for taj mahal, mughal emperor, mughal history, mughal era, mughal capital, mughal legacy, mughal culture, mughal art, mughal design, mughal style, mughal garden, mughal emperor, mughal architecture, mughal history, mughal era","Humayun's tomb (Persian: Maqbara-i Humayun) is the tomb of Mughal emperor, Mirza Nasir al-Din Muhammad commonly known as Humayun situated in Delhi, India"
Monuments,Humayun_s Tomb,1,../Image Data/Monuments/train/Humayun_s Tomb/23.jpg,"delhi, Humayuns Tomb, mughal architecture, unesco world heritage site, garden tomb, persian influence, prototype for taj mahal, mughal emperor, mughal history, mughal era, mughal capital, mughal legacy, mughal culture, mughal art, mughal design, mughal style, mughal garden, mughal emperor, mughal architecture, mughal history, mughal era","Humayun's tomb (Persian: Maqbara-i Humayun) is the tomb of Mughal emperor, Mirza Nasir al-Din Muhammad commonly known as Humayun situated in Delhi, India"
Monuments,Khajuraho,0,../Image Data/Monuments/train/Khajuraho/img12.jpg,"madhya pradesh, Khajuraho, temple complex, chandela dynasty, nagara-style architectural symbolism, unesco world heritage site, erotic sculptures, jain temples, hinduism, medieval temple art, kamasutra reliefs, architectural brilliance, cultural astronomy, ancient erotica, granite and sandstone, symmetry in architecture, intricate carvings, cultural evolution, mythological depictions, pinnacle of indian architecture, indological studies","The Khajuraho Group of Monuments are a group of Hindu and Jain temples in Chhatarpur district, Madhya Pradesh, India"
Monuments,Khajuraho,2,../Image Data/Monuments/train/Khajuraho/img21.jpg,"madhya pradesh, Khajuraho, temple complex, chandela dynasty, nagara-style architectural symbolism, unesco world heritage site, erotic sculptures, jain temples, hinduism, medieval temple art, kamasutra reliefs, architectural brilliance, cultural astronomy, ancient erotica, granite and sandstone, symmetry in architecture, intricate carvings, cultural evolution, mythological depictions, pinnacle of indian architecture, indological studies","The Khajuraho Group of Monuments are a group of Hindu and Jain temples in Chhatarpur district, Madhya Pradesh, India"
Monuments,Khajuraho,1,../Image Data/Monuments/train/Khajuraho/img5.jpg,"madhya pradesh, Khajuraho, temple complex, chandela dynasty, nagara-style architectural symbolism, unesco world heritage site, erotic sculptures, jain temples, hinduism, medieval temple art, kamasutra reliefs, architectural brilliance, cultural astronomy, ancient erotica, granite and sandstone, symmetry in architecture, intricate carvings, cultural evolution, mythological depictions, pinnacle of indian architecture, indological studies","The Khajuraho Group of Monuments are a group of Hindu and Jain temples in Chhatarpur district, Madhya Pradesh, India"
Monuments,Khajuraho,3,../Image Data/Monuments/train/Khajuraho/img3.jpg,"madhya pradesh,  Khajuraho, temple complex, chandela dynasty, nagara-style architectural symbolism, unesco world heritage site, erotic sculptures, jain temples, hinduism, medieval temple art, kamasutra reliefs, architectural brilliance, cultural astronomy, ancient erotica, granite and sandstone, symmetry in architecture, intricate carvings, cultural evolution, mythological depictions, pinnacle of indian architecture, indological studies","The Khajuraho Group of Monuments are a group of Hindu and Jain temples in Chhatarpur district, Madhya Pradesh, India"
