Class,Label,Cluster,Most_Similar_Image_Path,Key_Words,Info
Monuments,Sun Temple Konark,0,../Image Data/Monuments/train/Sun Temple Konark/(72).jpg,"odisha, Sun Temple Konark, konark sun temple, surya temple, unesco world heritage site, chariot temple, kalinga architecture, sun god, surya deva, astronomical significance, archaeological marvel, historical monument, hindu temple, religious architecture, stone carvings, architectural grandeur, historical site, cultural heritage, archaeological site, sun worship, konark beach","Konark Sun Temple is a 13th-century CE Hindu Sun temple at Konark about 35 kilometres (22 mi) northeast from Puri city on the coastline in Puri district, Odisha, India"
Monuments,Sun Temple Konark,2,../Image Data/Monuments/train/Sun Temple Konark/(138).jpg,"odisha, Sun Temple Konark, konark sun temple, surya temple, unesco world heritage site, chariot temple, kalinga architecture, sun god, surya deva, astronomical significance, archaeological marvel, historical monument, hindu temple, religious architecture, stone carvings, architectural grandeur, historical site, cultural heritage, archaeological site, sun worship, konark beach","Konark Sun Temple is a 13th-century CE Hindu Sun temple at Konark about 35 kilometres (22 mi) northeast from Puri city on the coastline in Puri district, Odisha, India"
Monuments,Sun Temple Konark,1,../Image Data/Monuments/train/Sun Temple Konark/(48).jpg,"odisha, Sun Temple Konark, konark sun temple, surya temple, unesco world heritage site, chariot temple, kalinga architecture, sun god, surya deva, astronomical significance, archaeological marvel, historical monument, hindu temple, religious architecture, stone carvings, architectural grandeur, historical site, cultural heritage, archaeological site, sun worship, konark beach","Konark Sun Temple is a 13th-century CE Hindu Sun temple at Konark about 35 kilometres (22 mi) northeast from Puri city on the coastline in Puri district, Odisha, India"
Monuments,mysore_palace,0,../Image Data/Monuments/train/mysore_palace/55.jpg,"karnataka, mysore palace, mysore, royal palace, wodeyar dynasty, indo-saracenic architecture, dussehra festival, royal residence, chamundi hills, palace architecture, royal heritage, cultural landmark, historical monument, royal family, royal history, royal patronage, royal architecture, royal lifestyle, royal culture, royal tradition, royal legacy","Mysore Palace, also known as Amba Vilas Palace, is a historical palace and a royal residence (house). It is located in Mysore, Karnataka, India. It used to be the official residence of the Wadiyar dynasty and the seat of the Kingdom of Mysore."
Monuments,mysore_palace,1,../Image Data/Monuments/train/mysore_palace/49.jpg,"karnataka, mysore palace, mysore, royal palace, wodeyar dynasty, indo-saracenic architecture, dussehra festival, royal residence, chamundi hills, palace architecture, royal heritage, cultural landmark, historical monument, royal family, royal history, royal patronage, royal architecture, royal lifestyle, royal culture, royal tradition, royal legacy","Mysore Palace, also known as Amba Vilas Palace, is a historical palace and a royal residence (house). It is located in Mysore, Karnataka, India. It used to be the official residence of the Wadiyar dynasty and the seat of the Kingdom of Mysore."
Monuments,mysore_palace,2,../Image Data/Monuments/train/mysore_palace/87.jpg,"karnataka, mysore palace, mysore, royal palace, wodeyar dynasty, indo-saracenic architecture, dussehra festival, royal residence, chamundi hills, palace architecture, royal heritage, cultural landmark, historical monument, royal family, royal history, royal patronage, royal architecture, royal lifestyle, royal culture, royal tradition, royal legacy","Mysore Palace, also known as Amba Vilas Palace, is a historical palace and a royal residence (house). It is located in Mysore, Karnataka, India. It used to be the official residence of the Wadiyar dynasty and the seat of the Kingdom of Mysore."
Monuments,iron_pillar,1,../Image Data/Monuments/train/iron_pillar/img704.jpg,"mehrauli, iron pillar, corrosion resistance, metallurgical curiosity, gupta empire, sanscrit inscription, iron metallurgy, qutub complex, chandragupta ii, rust proof, ancient craftsmanship, historical enigma, monolithic structure, traditional smithing, cultural significance, archaeological study, pillar cult, ancient technology, heritage conservation, indological research, tourist landmark","The iron pillar of Delhi is a structure 7.21 metres (23 feet 8 inches) high with a 41-centimetre (16 in) diameter that was constructed by Chandragupta II (reigned c. 375415 CE), and now stands in the Qutub complex at Mehrauli in Delhi, India"
Monuments,iron_pillar,0,../Image Data/Monuments/train/iron_pillar/img628.jpg,"mehrauli, iron pillar, corrosion resistance, metallurgical curiosity, gupta empire, sanscrit inscription, iron metallurgy, qutub complex, chandragupta ii, rust proof, ancient craftsmanship, historical enigma, monolithic structure, traditional smithing, cultural significance, archaeological study, pillar cult, ancient technology, heritage conservation, indological research, tourist landmark","The iron pillar of Delhi is a structure 7.21 metres (23 feet 8 inches) high with a 41-centimetre (16 in) diameter that was constructed by Chandragupta II (reigned c. 375415 CE), and now stands in the Qutub complex at Mehrauli in Delhi, India"
Monuments,iron_pillar,2,../Image Data/Monuments/train/iron_pillar/img612.jpg,"mehrauli, iron pillar, corrosion resistance, metallurgical curiosity, gupta empire, sanscrit inscription, iron metallurgy, qutub complex, chandragupta ii, rust proof, ancient craftsmanship, historical enigma, monolithic structure, traditional smithing, cultural significance, archaeological study, pillar cult, ancient technology, heritage conservation, indological research, tourist landmark","The iron pillar of Delhi is a structure 7.21 metres (23 feet 8 inches) high with a 41-centimetre (16 in) diameter that was constructed by Chandragupta II (reigned c. 375415 CE), and now stands in the Qutub complex at Mehrauli in Delhi, India"
Monuments,India gate pics,1,../Image Data/Monuments/train/India gate pics/i (60).jpg,"new delhi, war memorial, india gate, martyrs memorial, amar jawan jyoti, eternal flame, world war i, victory arch, rajpath avenue, national monument, all india war memorial, indian army, indian soldiers, patriotic symbol, military sacrifice, martyrs tribute, national pride, historical landmark, architectural marvel, delhi tourism","The India Gate (formerly known as All India War Memorial) is a war memorial located near the Kartavya path on the eastern edge of the 'ceremonial axis' of New Delhi, formerly called Rajpath"
Monuments,India gate pics,0,../Image Data/Monuments/train/India gate pics/i (23).jpg,"new delhi, war memorial, india gate, martyrs memorial, amar jawan jyoti, eternal flame, world war i, victory arch, rajpath avenue, national monument, all india war memorial, indian army, indian soldiers, patriotic symbol, military sacrifice, martyrs tribute, national pride, historical landmark, architectural marvel, delhi tourism","The India Gate (formerly known as All India War Memorial) is a war memorial located near the Kartavya path on the eastern edge of the 'ceremonial axis' of New Delhi, formerly called Rajpath"
Monuments,India gate pics,2,../Image Data/Monuments/train/India gate pics/i (16).jpg,"new delhi, war memorial, india gate, martyrs memorial, amar jawan jyoti, eternal flame, world war i, victory arch, rajpath avenue, national monument, all india war memorial, indian army, indian soldiers, patriotic symbol, military sacrifice, martyrs tribute, national pride, historical landmark, architectural marvel, delhi tourism","The India Gate (formerly known as All India War Memorial) is a war memorial located near the Kartavya path on the eastern edge of the 'ceremonial axis' of New Delhi, formerly called Rajpath"
Monuments,Fatehpur Sikri,3,../Image Data/Monuments/train/Fatehpur Sikri/29.jpg,"agra, Fatehpur Sikri, mughal architecture, unesco world heritage, red sandstone, akbar the great, buland darwaza, fatehpur sikri fort, mughal empire, historical site, mughal history, mughal era, mughal emperor, mughal capital, mughal city, mughal palace, mughal legacy, mughal culture, mughal art, mughal design, mughal style","Fatehpur Sikri is a town in the Agra District of Uttar Pradesh, India. The city itself was founded as the capital of Mughal Empire in 1571 by Emperor Akbar, serving this role from 1571 to 1585, when Akbar abandoned it due to a campaign in Punjab and was later completely abandoned in 1610."
Monuments,Fatehpur Sikri,1,../Image Data/Monuments/train/Fatehpur Sikri/26.jpg,"agra, Fatehpur Sikri, mughal architecture, unesco world heritage, red sandstone, akbar the great, buland darwaza, fatehpur sikri fort, mughal empire, historical site, mughal history, mughal era, mughal emperor, mughal capital, mughal city, mughal palace, mughal legacy, mughal culture, mughal art, mughal design, mughal style","Fatehpur Sikri is a town in the Agra District of Uttar Pradesh, India. The city itself was founded as the capital of Mughal Empire in 1571 by Emperor Akbar, serving this role from 1571 to 1585, when Akbar abandoned it due to a campaign in Punjab and was later completely abandoned in 1610."
Monuments,Fatehpur Sikri,0,../Image Data/Monuments/train/Fatehpur Sikri/27.jpg,"agra, Fatehpur Sikri, mughal architecture, unesco world heritage, red sandstone, akbar the great, buland darwaza, fatehpur sikri fort, mughal empire, historical site, mughal history, mughal era, mughal emperor, mughal capital, mughal city, mughal palace, mughal legacy, mughal culture, mughal art, mughal design, mughal style","Fatehpur Sikri is a town in the Agra District of Uttar Pradesh, India. The city itself was founded as the capital of Mughal Empire in 1571 by Emperor Akbar, serving this role from 1571 to 1585, when Akbar abandoned it due to a campaign in Punjab and was later completely abandoned in 1610."
Monuments,Fatehpur Sikri,2,../Image Data/Monuments/train/Fatehpur Sikri/41.jpg,"agra, Fatehpur Sikri, mughal architecture, unesco world heritage, red sandstone, akbar the great, buland darwaza, fatehpur sikri fort, mughal empire, historical site, mughal history, mughal era, mughal emperor, mughal capital, mughal city, mughal palace, mughal legacy, mughal culture, mughal art, mughal design, mughal style","Fatehpur Sikri is a town in the Agra District of Uttar Pradesh, India. The city itself was founded as the capital of Mughal Empire in 1571 by Emperor Akbar, serving this role from 1571 to 1585, when Akbar abandoned it due to a campaign in Punjab and was later completely abandoned in 1610."
Monuments,alai_minar,2,../Image Data/Monuments/train/alai_minar/img19.jpg,"unfinished minaret,  alai minar, alauddin khalji, qutub complex, delhi, red sandstone, mughal architecture, double the height of qutub minar, khalji dynasty, historical site, islamic monument, archaeological remains, megalithic structure, medieval india, ambitious project, ruins, cultural heritage, tourist spot, architectural history, imperial vision, monumental tower","The Alai Minar is an unfinished, incompleted victory tower, started by Alauddin Khalji, the second ruler of the Khalji dynasty, in 1311 CE. The tower is located in the Qutb complex in Delhi, India."
Monuments,alai_minar,1,../Image Data/Monuments/train/alai_minar/img94.jpg,"unfinished minaret, alai minar, alauddin khalji, qutub complex, delhi, red sandstone, mughal architecture, double the height of qutub minar, khalji dynasty, historical site, islamic monument, archaeological remains, megalithic structure, medieval india, ambitious project, ruins, cultural heritage, tourist spot, architectural history, imperial vision, monumental tower","The Alai Minar is an unfinished, incompleted victory tower, started by Alauddin Khalji, the second ruler of the Khalji dynasty, in 1311 CE. The tower is located in the Qutb complex in Delhi, India."
Monuments,alai_minar,0,../Image Data/Monuments/train/alai_minar/img108.jpg,"unfinished minaret, alai minar, alauddin khalji, qutub complex, delhi, red sandstone, mughal architecture, double the height of qutub minar, khalji dynasty, historical site, islamic monument, archaeological remains, megalithic structure, medieval india, ambitious project, ruins, cultural heritage, tourist spot, architectural history, imperial vision, monumental tower","The Alai Minar is an unfinished, incompleted victory tower, started by Alauddin Khalji, the second ruler of the Khalji dynasty, in 1311 CE. The tower is located in the Qutb complex in Delhi, India."
Monuments,hawa mahal pics,1,../Image Data/Monuments/train/hawa mahal pics/m (79).jpg,"palace of winds, hawa mahal, jaipur, rajasthan, pink city, rajput architecture, red and pink sandstone, royal ladies, privacy screen, 953 windows, lattice work, five storeys, cultural icon, indian palaces, maharaja sawai pratap singh, 1799 ce, vedic architecture, iconic facade, historical architecture, royal heritage, tourist attraction","Hawa Mahal is a palace in Jaipur, India. It is constructed of red and pink sandstone. The palace sits on the edge of the City Palace, Jaipur, and extends to the zenana"
Monuments,hawa mahal pics,0,../Image Data/Monuments/train/hawa mahal pics/images-47.jpeg,"palace of winds,  hawa mahal, jaipur, rajasthan, pink city, rajput architecture, red and pink sandstone, royal ladies, privacy screen, 953 windows, lattice work, five storeys, cultural icon, indian palaces, maharaja sawai pratap singh, 1799 ce, vedic architecture, iconic facade, historical architecture, royal heritage, tourist attraction","Hawa Mahal is a palace in Jaipur, India. It is constructed of red and pink sandstone. The palace sits on the edge of the City Palace, Jaipur, and extends to the zenana"
Monuments,hawa mahal pics,2,../Image Data/Monuments/train/hawa mahal pics/images-78.jpeg,"palace of winds, hawa mahal, jaipur, rajasthan, pink city, rajput architecture, red and pink sandstone, royal ladies, privacy screen, 953 windows, lattice work, five storeys, cultural icon, indian palaces, maharaja sawai pratap singh, 1799 ce, vedic architecture, iconic facade, historical architecture, royal heritage, tourist attraction","Hawa Mahal is a palace in Jaipur, India. It is constructed of red and pink sandstone. The palace sits on the edge of the City Palace, Jaipur, and extends to the zenana"
Monuments,hawa mahal pics,3,../Image Data/Monuments/train/hawa mahal pics/m (43).jpg,"palace of winds, hawa mahal, jaipur, rajasthan, pink city, rajput architecture, red and pink sandstone, royal ladies, privacy screen, 953 windows, lattice work, five storeys, cultural icon, indian palaces, maharaja sawai pratap singh, 1799 ce, vedic architecture, iconic facade, historical architecture, royal heritage, tourist attraction","Hawa Mahal is a palace in Jaipur, India. It is constructed of red and pink sandstone. The palace sits on the edge of the City Palace, Jaipur, and extends to the zenana"
Monuments,Ajanta Caves,2,../Image Data/Monuments/train/Ajanta Caves/(27).jpg,"buddhist rock-cut caves, Ajanta Caves, aurangabad, unesco world heritage site, ancient frescoes, wall paintings, jataka tales, bodhisattva, monastic life, archaeological art, historic manuscripts, indian mural tradition, buddhist heritage, silk route, cave sanctuaries, iconography, religious devotion, cave temple, early buddhist architecture, tourist attraction, archaeological conservation","The Ajanta Caves are 30 rock-cut Buddhist cave monuments which date from the 2nd century BCE to about 480 CE in Aurangabad district of Maharashtra state of India."
Monuments,Ajanta Caves,3,../Image Data/Monuments/train/Ajanta Caves/(89).jpg,"buddhist rock-cut caves, Ajanta Caves, aurangabad, unesco world heritage site, ancient frescoes, wall paintings, jataka tales, bodhisattva, monastic life, archaeological art, historic manuscripts, indian mural tradition, buddhist heritage, silk route, cave sanctuaries, iconography, religious devotion, cave temple, early buddhist architecture, tourist attraction, archaeological conservation","The Ajanta Caves are 30 rock-cut Buddhist cave monuments which date from the 2nd century BCE to about 480 CE in Aurangabad district of Maharashtra state of India."
Monuments,Ajanta Caves,1,../Image Data/Monuments/train/Ajanta Caves/(64).jpg,"buddhist rock-cut caves, Ajanta Caves, aurangabad, unesco world heritage site, ancient frescoes, wall paintings, jataka tales, bodhisattva, monastic life, archaeological art, historic manuscripts, indian mural tradition, buddhist heritage, silk route, cave sanctuaries, iconography, religious devotion, cave temple, early buddhist architecture, tourist attraction, archaeological conservation","The Ajanta Caves are 30 rock-cut Buddhist cave monuments which date from the 2nd century BCE to about 480 CE in Aurangabad district of Maharashtra state of India."
Monuments,Ajanta Caves,0,../Image Data/Monuments/train/Ajanta Caves/(26).jpg,"buddhist rock-cut caves, Ajanta Caves, aurangabad, unesco world heritage site, ancient frescoes, wall paintings, jataka tales, bodhisattva, monastic life, archaeological art, historic manuscripts, indian mural tradition, buddhist heritage, silk route, cave sanctuaries, iconography, religious devotion, cave temple, early buddhist architecture, tourist attraction, archaeological conservation","The Ajanta Caves are 30 rock-cut Buddhist cave monuments which date from the 2nd century BCE to about 480 CE in Aurangabad district of Maharashtra state of India."
Monuments,alai_darwaza,0,../Image Data/Monuments/train/alai_darwaza/img151.jpg,"gateway, alai darwaza, qutub complex, delhi, alauddin khalji, red sandstone, islamic architecture, decorative motifs, mughal art, horseshoe arch, blue tiles, inscription panels, indian monuments, 13th century, indo-islamic fusion, domed entrance, architectural ornamentation, heritage site, restoration work, cultural syncretism, medieval india","The Alai Darwaza is the main gateway from southern side of the Quwwat-ul-Islam Mosque. It was built by the second Khilji Sultan of Delhi, Ala-ud-din Khilji in 1311 AD, who also added a court to the pillared to the eastern side."
Monuments,alai_darwaza,1,../Image Data/Monuments/train/alai_darwaza/img32.jpg,"gateway, alai darwaza, qutub complex, delhi, alauddin khalji, red sandstone, islamic architecture, decorative motifs, mughal art, horseshoe arch, blue tiles, inscription panels, indian monuments, 13th century, indo-islamic fusion, domed entrance, architectural ornamentation, heritage site, restoration work, cultural syncretism, medieval india","The Alai Darwaza is the main gateway from southern side of the Quwwat-ul-Islam Mosque. It was built by the second Khilji Sultan of Delhi, Ala-ud-din Khilji in 1311 AD, who also added a court to the pillared to the eastern side."
Monuments,alai_darwaza,2,../Image Data/Monuments/train/alai_darwaza/img20.jpg,"gateway, alai darwaza, qutub complex, delhi, alauddin khalji, red sandstone, islamic architecture, decorative motifs, mughal art, horseshoe arch, blue tiles, inscription panels, indian monuments, 13th century, indo-islamic fusion, domed entrance, architectural ornamentation, heritage site, restoration work, cultural syncretism, medieval india","The Alai Darwaza is the main gateway from southern side of the Quwwat-ul-Islam Mosque. It was built by the second Khilji Sultan of Delhi, Ala-ud-din Khilji in 1311 AD, who also added a court to the pillared to the eastern side."
Monuments,tanjavur temple,1,../Image Data/Monuments/train/tanjavur temple/69.jpg,"brihadeeswarar temple, tanjavur temple, tamil nadu, unesco world heritage site, chola dynasty, dravidian architecture, great living chola temples, 1010 ce, rajendra chola i, vast compound, nandi bull, gopuram, granite carvings, sacred complex, shaivism, indian temples, southern india, architectural marvel, cultural icon, religious pilgrimage, ancient engineering","The Brihadeeswarar Temple aka tanjavur temple, also known as Rajarajesvaram or Peruvudaiyar Kovil, is a Hindu temple dedicated to Shiva located in Thanjavur, Tamil Nadu, India. It is one of the largest South Indian temples and an exemplary example of a fully realized Dravidian architecture."
Monuments,tanjavur temple,0,../Image Data/Monuments/train/tanjavur temple/35.jpg,"brihadeeswarar temple, tanjavur temple, tamil nadu, unesco world heritage site, chola dynasty, dravidian architecture, great living chola temples, 1010 ce, rajendra chola i, vast compound, nandi bull, gopuram, granite carvings, sacred complex, shaivism, indian temples, southern india, architectural marvel, cultural icon, religious pilgrimage, ancient engineering","The Brihadeeswarar Temple aka tanjavur temple, also known as Rajarajesvaram or Peruvudaiyar Kovil, is a Hindu temple dedicated to Shiva located in Thanjavur, Tamil Nadu, India. It is one of the largest South Indian temples and an exemplary example of a fully realized Dravidian architecture."
Monuments,tanjavur temple,3,../Image Data/Monuments/train/tanjavur temple/49.jpeg,"brihadeeswarar temple, tanjavur temple, tamil nadu, unesco world heritage site, chola dynasty, dravidian architecture, great living chola temples, 1010 ce, rajendra chola i, vast compound, nandi bull, gopuram, granite carvings, sacred complex, shaivism, indian temples, southern india, architectural marvel, cultural icon, religious pilgrimage, ancient engineering","The Brihadeeswarar Temple aka tanjavur temple, also known as Rajarajesvaram or Peruvudaiyar Kovil, is a Hindu temple dedicated to Shiva located in Thanjavur, Tamil Nadu, India. It is one of the largest South Indian temples and an exemplary example of a fully realized Dravidian architecture."
Monuments,tanjavur temple,2,../Image Data/Monuments/train/tanjavur temple/52.jpg,"brihadeeswarar temple, tanjavur temple, tamil nadu, unesco world heritage site, chola dynasty, dravidian architecture, great living chola temples, 1010 ce, rajendra chola i, vast compound, nandi bull, gopuram, granite carvings, sacred complex, shaivism, indian temples, southern india, architectural marvel, cultural icon, religious pilgrimage, ancient engineering","The Brihadeeswarar Temple aka tanjavur temple, also known as Rajarajesvaram or Peruvudaiyar Kovil, is a Hindu temple dedicated to Shiva located in Thanjavur, Tamil Nadu, India. It is one of the largest South Indian temples and an exemplary example of a fully realized Dravidian architecture."
Dance,kuchipudi,2,../Image Data/Dance/train/kuchipudi/377.jpg,"indian classical dance, kuchipudi, andhra pradesh, vocal narrative, expressive eyes, quick footwork, lively movements, drama, vaachika abhinaya, tarangam, jatis, bhama kalapam, siddhendra yogi, vedic chants, carved idols, temporal beauty, silk sarees, tradition, performance, mythological tales, religious themes","Kuchipudi is a Classical Indian dance form from Andhra Pradesh, India. It is also popular all over South India. Kuchipudi is the name of a village in the Divi Taluka of Krishna district that borders the Bay of Bengal and with resident Brahmins practicing this traditional dance form, it acquired the present name."
Dance,kuchipudi,0,../Image Data/Dance/train/kuchipudi/425.jpg,"indian classical dance, kuchipudi, andhra pradesh, vocal narrative, expressive eyes, quick footwork, lively movements, drama, vaachika abhinaya, tarangam, jatis, bhama kalapam, siddhendra yogi, vedic chants, carved idols, temporal beauty, silk sarees, tradition, performance, mythological tales, religious themes","Kuchipudi is a Classical Indian dance form from Andhra Pradesh, India. It is also popular all over South India. Kuchipudi is the name of a village in the Divi Taluka of Krishna district that borders the Bay of Bengal and with resident Brahmins practicing this traditional dance form, it acquired the present name."
Dance,kuchipudi,4,../Image Data/Dance/train/kuchipudi/381.jpg,"indian classical dance, kuchipudi, andhra pradesh, vocal narrative, expressive eyes, quick footwork, lively movements, drama, vaachika abhinaya, tarangam, jatis, bhama kalapam, siddhendra yogi, vedic chants, carved idols, temporal beauty, silk sarees, tradition, performance, mythological tales, religious themes","Kuchipudi is a Classical Indian dance form from Andhra Pradesh, India. It is also popular all over South India. Kuchipudi is the name of a village in the Divi Taluka of Krishna district that borders the Bay of Bengal and with resident Brahmins practicing this traditional dance form, it acquired the present name."
Dance,kuchipudi,1,../Image Data/Dance/train/kuchipudi/393.jpg,"indian classical dance, kuchipudi, andhra pradesh, vocal narrative, expressive eyes, quick footwork, lively movements, drama, vaachika abhinaya, tarangam, jatis, bhama kalapam, siddhendra yogi, vedic chants, carved idols, temporal beauty, silk sarees, tradition, performance, mythological tales, religious themes","Kuchipudi is a Classical Indian dance form from Andhra Pradesh, India. It is also popular all over South India. Kuchipudi is the name of a village in the Divi Taluka of Krishna district that borders the Bay of Bengal and with resident Brahmins practicing this traditional dance form, it acquired the present name."
Dance,kuchipudi,3,../Image Data/Dance/train/kuchipudi/435.jpg,"indian classical dance, kuchipudi, andhra pradesh, vocal narrative, expressive eyes, quick footwork, lively movements, drama, vaachika abhinaya, tarangam, jatis, bhama kalapam, siddhendra yogi, vedic chants, carved idols, temporal beauty, silk sarees, tradition, performance, mythological tales, religious themes","Kuchipudi is a Classical Indian dance form from Andhra Pradesh, India. It is also popular all over South India. Kuchipudi is the name of a village in the Divi Taluka of Krishna district that borders the Bay of Bengal and with resident Brahmins practicing this traditional dance form, it acquired the present name."
Dance,kathak,0,../Image Data/Dance/train/kathak/39.jpg,"indian classical dance, kathak, storytelling, ghungroos, north india, nritta, nritya, abhinaya, footwork, spins, rhythmic patterns, expressive mime, technical purity, bells, dynamic flow, thumri, ghazals, bhajans, tarana, costumes, heritage","Kathak is one of the eight major forms of Indian classical dance. The origin of Kathak is traditionally attributed to the traveling bards of ancient northern India known as Kathakars or storytellers. The term Kathak is derived from the Vedic Sanskrit word Katha which means ""story"", and Kathaka which means ""the one who tells a story"", or ""to do with stories""."
Dance,kathak,3,../Image Data/Dance/train/kathak/7.jpg,"indian classical dance, kathak, storytelling, ghungroos, north india, nritta, nritya, abhinaya, footwork, spins, rhythmic patterns, expressive mime, technical purity, bells, dynamic flow, thumri, ghazals, bhajans, tarana, costumes, heritage","Kathak is one of the eight major forms of Indian classical dance. The origin of Kathak is traditionally attributed to the traveling bards of ancient northern India known as Kathakars or storytellers. The term Kathak is derived from the Vedic Sanskrit word Katha which means ""story"", and Kathaka which means ""the one who tells a story"", or ""to do with stories""."
Dance,kathak,2,../Image Data/Dance/train/kathak/4.jpg,"indian classical dance, kathak, storytelling, ghungroos, north india, nritta, nritya, abhinaya, footwork, spins, rhythmic patterns, expressive mime, technical purity, bells, dynamic flow, thumri, ghazals, bhajans, tarana, costumes, heritage","Kathak is one of the eight major forms of Indian classical dance. The origin of Kathak is traditionally attributed to the traveling bards of ancient northern India known as Kathakars or storytellers. The term Kathak is derived from the Vedic Sanskrit word Katha which means ""story"", and Kathaka which means ""the one who tells a story"", or ""to do with stories""."
Dance,kathak,1,../Image Data/Dance/train/kathak/12.jpg,"indian classical dance, kathak, storytelling, ghungroos, north india, nritta, nritya, abhinaya, footwork, spins, rhythmic patterns, expressive mime, technical purity, bells, dynamic flow, thumri, ghazals, bhajans, tarana, costumes, heritage","Kathak is one of the eight major forms of Indian classical dance. The origin of Kathak is traditionally attributed to the traveling bards of ancient northern India known as Kathakars or storytellers. The term Kathak is derived from the Vedic Sanskrit word Katha which means ""story"", and Kathaka which means ""the one who tells a story"", or ""to do with stories""."
Dance,bharatanatyam,3,../Image Data/Dance/train/bharatanatyam/168.jpg,"indian classical dance,bharatanatyam, tamil nadu, mudras, spiritual expression, temple tradition, carnatic music, alankar, precision, pure dance, solo performance, karanas, padams, javalis, bent knees, natya shastra, devadasis, spirituality, rigorous training, facial expressions, rhythmic accuracy","Bharataatyam or Bharathanatiyam is a major genre of Indian classical dance that originated in Tamil Nadu . Traditionally, Bharatanatyam has been a solo dance that was performed exclusively by women, and expressed Hindu religious themes and spiritual ideas, particularly of Shaivism, but also of Vaishnavism and Shaktism."
